stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,image_7.stopped,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,9,9,1,371.8404356000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.78251290000026,371.8404356000001,372.29558440000073,372.29561730000023,372.7948092000006,373.20722320000004,373.07985070000086,373.07988320000004,374.39686260000053,374.39686260000053,374.7807511000001,space,1,0.37204669999937323,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,10,10,4,374.84428750000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.7818509000008,374.84428750000006,375.2966084000009,375.2966625000008,375.7948857000001,376.2041689000007,376.07919200000015,376.0792235000008,377.3970438000006,377.3970438000006,377.83104430000003,space,1,0.4283586000001378,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,11,11,12,377.8857555000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.8323003000005,377.8857555000004,378.34573270000055,378.3457659000005,378.84470580000016,379.25726100000065,379.12959150000006,379.1296230000007,380.4474891000009,380.4474891000009,381.0647940000008,space,1,0.6039655999993556,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,12,12,18,381.1263841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0658583000004,381.1263841,381.57887780000055,381.5788928000002,382.0778923000007,382.48579810000047,382.3623249000002,382.3623539,383.6805191000003,383.6805191000003,384.09703830000035,left,1,0.41030030000001716,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/blank.PNG,space,,,,,,,,,,,,,0,13,13,10,384.1605346000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0978113000001,384.1605346000006,384.61227920000056,384.6123069000005,385.1113183000007,385.54272690000016,385.39659650000067,385.3966244000003,386.71274750000066,386.71274750000066,388.21423680000044,space,1,1.4933645999999499,None,387.5116372000002,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,14,14,20,388.26883140000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.21528430000035,388.26883140000064,388.7288954000005,388.7289315000007,389.22807550000016,389.7596753000007,389.51270620000014,389.51273740000033,390.83064860000013,390.83064860000013,392.41301570000087,space,0,1.5651091999998243,None,391.6447111000007,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/blank.PNG,space,,,,,,,,,,,,,0,15,15,24,392.46791270000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.4140890000008,392.46791270000085,392.9288434,392.9288705000008,393.42826570000034,393.7962570000009,393.7132194000005,393.71324990000085,395.0296562000003,395.0296562000003,397.0461391000008,space,1,2.005390299999817,None,395.82821220000005,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_2/blank.PNG,space,,,,,,,,,,,,,0,16,16,8,397.10044690000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.04716970000027,397.10044690000086,397.5627318000006,397.5627677000002,398.0617985000008,398.38847330000044,398.3459328000008,398.34596220000003,399.66277980000086,399.66277980000086,400.0637407000004,space,1,0.38667870000062976,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,17,17,22,400.1329220000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.06477070000074,400.1329220000007,400.5791227000009,400.5791564000001,401.0781224000002,401.6141776000004,401.36256440000034,401.36259640000026,402.68035710000004,402.68035710000004,403.26491330000044,space,1,0.5754180000003544,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_2/blank.PNG,space,,,,,,,,,,,,,0,18,18,11,403.3189462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.26604380000026,403.3189462,403.7787268000002,403.77876520000063,404.27800170000046,404.65063200000077,404.5627919000008,404.56285150000076,405.87933410000005,405.87933410000005,406.9474611000005,space,1,1.0542222000003676,None,406.6780641000005,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,19,19,17,407.0057499000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.94890750000013,407.0057499000004,407.4624433000008,407.4624782000001,407.9617552000009,408.3771622000004,408.24567190000016,408.2457013000003,409.56356490000053,409.56356490000053,410.06395860000066,space,1,0.48743280000053346,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,20,20,16,410.1211189000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.06514080000034,410.1211189000005,410.5788930000008,410.5789181,411.07812510000076,411.49521840000034,411.3634806,411.3635144000009,412.68057000000044,412.68057000000044,413.1139202000004,space,1,0.423087499999383,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,21,21,15,413.16644050000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.1150312000009,413.16644050000014,413.6290172000008,413.6290437000007,414.1281250000002,414.5563471000005,414.4125290000002,414.41255750000073,415.73029100000076,415.73029100000076,416.3323904000008,right,1,0.5912604000004649,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,22,22,14,416.3893801000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.33377780000046,416.3893801000004,416.8461533000009,416.8461797,417.34490880000067,417.7695452000007,417.6290192000006,417.6290475000005,418.94707780000044,418.94707780000044,419.3302173000002,right,1,0.3737068000000363,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_2/blank.PNG,space,,,,,,,,,,,,,0,23,23,9,419.38507220000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.3312721000002,419.38507220000065,419.8455861000002,419.84561180000037,420.34517330000017,420.7682188000008,420.6295878000001,420.62961840000025,421.94603540000026,421.94603540000026,422.7633828000007,space,1,0.8140328999998019,None,422.7447140000004,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,24,24,3,422.82792340000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.7644287000003,422.82792340000015,423.27920130000075,423.2792291000005,423.77836950000074,424.30899670000053,424.06275560000086,424.0627890000005,425.38069560000076,425.38069560000076,425.73081700000057,left,1,0.3397487000002002,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_2/blank.PNG,space,,,,,,,,,,,,,1,0,25,9,425.7823399000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.7318933000006,425.7823399000008,426.2456791000004,426.2457148000003,426.7452297000009,427.10973450000074,427.0293397000005,427.0293750000001,428.3461995000007,428.3461995000007,428.4644452000002,space,1,0.11021230000005744,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,1,1,26,0,428.5177353000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.4657558000008,428.5177353000008,428.9791619000007,428.97919770000044,429.47838560000037,429.89140770000085,429.7627385000005,429.76277030000074,431.08067570000003,431.08067570000003,431.6156049000001,space,1,0.5323054999998931,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/blank.PNG,space,,,,,,,,,,,,,1,2,27,10,431.6710944000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.61671920000026,431.6710944000006,432.1288471000007,432.12887320000027,432.62814140000046,433.03386580000006,432.9124089000006,432.91244730000017,434.2296221000006,434.2296221000006,437.0980791000002,space,1,2.8646864000002097,None,435.0280515000004,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_2/leftstar.PNG,space,,,,,,,,,,,,,1,3,28,17,437.1697743000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.09952110000086,437.1697743000004,437.6122585000003,437.61228570000003,438.11169530000006,438.57000440000047,438.3957911000007,438.3958278,439.71367010000085,439.71367010000085,440.18066,space,1,0.4557994000006147,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_2/leftstar.PNG,space,,,,,,,,,,,,,1,4,29,1,440.2701156000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.18180590000065,440.2701156000003,440.6954774000005,440.6955043000007,441.1948271000001,441.62438010000005,441.47947530000056,441.4795038000002,442.7970144000001,442.7970144000001,444.2964141000002,space,1,1.4845236999999543,None,443.6114159000008,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,1,5,30,14,444.36800460000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.2974527000006,444.36800460000086,444.81238630000007,444.812414,445.3116058000005,445.7273303000002,445.5957262000002,445.5957496000001,446.91399470000033,446.91399470000033,447.9635433000003,right,1,1.047793400000046,None,447.7283075000005,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,1,6,31,20,448.0217405000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.9645521000002,448.0217405000003,448.4791539000007,448.4792116000008,448.97814670000025,449.3908069000008,449.2627383000008,449.2627693000004,450.5801979000007,450.5801979000007,450.91430650000075,left,1,0.32823869999992894,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,1,7,32,5,450.9695399000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.9152088000001,450.9695399000002,451.42875000000004,451.4287766000007,451.9283101000001,452.3568933000006,452.21296450000045,452.2129967000001,453.5303788000001,453.5303788000001,454.13073540000005,space,1,0.5833154000001741,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_2/blank.PNG,space,,,,,,,,,,,,,1,8,33,8,454.1962884000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.1318983000001,454.1962884000004,454.64548130000003,454.64550580000014,455.1448994000002,455.5523639000003,455.42902010000034,455.42904830000043,456.7462776000002,456.7462776000002,457.53073230000064,space,1,0.7677166000003126,None,457.5900123000001,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_2/rightstar.PNG,space,,,,,,,,,,,,,1,9,34,12,457.5900123000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.5318137000004,457.5900123000001,458.04558820000057,458.04561470000044,458.5451786000003,459.0958399000001,458.8291646000007,458.8291971000008,460.1472777000008,460.1472777000008,460.7307296000008,space,1,0.5751166999998532,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_2/blank.PNG,space,,,,,,,,,,,,,1,10,35,11,460.7891326000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.7318331000006,460.7891326000008,461.2456798000003,461.2457049000004,461.74463540000033,462.1087150000003,462.0293861,462.0294145000007,463.3461636000002,463.3461636000002,464.36275660000047,space,1,1.0146116999994774,None,464.1447106000005,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,1,11,36,16,464.41546840000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.36335580000014,464.41546840000046,464.87915730000077,464.87918530000024,465.3782624000005,465.78749360000074,465.66222580000067,465.66225490000033,466.9806217000005,466.9806217000005,467.46398300000055,space,1,0.48085249999985535,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/blank.PNG,space,,,,,,,,,,,,,1,12,37,24,467.5234472000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.4651694000004,467.5234472000002,467.9788930000004,467.97892840000077,468.4781687000004,468.84167250000064,468.76264040000024,468.7626719,470.07985200000076,470.07985200000076,471.0796768,space,1,0.9919718999999532,None,470.8781159,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_2/rightstar.PNG,space,,,,,,,,,,,,,1,13,38,4,471.14163350000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.08099220000076,471.14163350000035,471.59592110000085,471.59594880000077,472.0949289,472.63296980000086,472.37936270000046,472.3793914000007,473.6976525,473.6976525,474.213573,space,1,0.5076542999995581,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,1,14,39,23,474.2642904000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.2146588000005,474.2642904000004,474.72885170000063,474.7288778000002,475.22808460000033,475.64500020000014,475.51252450000084,475.5125571000008,476.83014600000024,476.83014600000024,477.1976173000003,right,1,0.3594653999998627,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,1,15,40,6,477.2558480000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.1994743000005,477.2558480000007,477.7121511000005,477.71220690000064,478.2115934000003,478.68895470000007,478.49592160000066,478.49595620000036,479.81374830000004,479.81374830000004,480.31396660000064,right,1,0.48839889999999286,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,1,16,41,19,480.3672400000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.3150572000004,480.3672400000005,480.8288868000009,480.8289126000009,481.3283656000003,481.74296550000054,481.6133071000004,481.61333580000064,482.93037150000055,482.93037150000055,483.3638496000003,left,1,0.4224853000005169,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,1,17,42,22,483.4226180000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.3648710000007,483.4226180000005,483.87891730000047,483.87894490000053,484.3781361000001,484.7827027000003,484.6642115000004,484.66424350000034,485.97996990000047,485.97996990000047,486.4323144,space,1,0.44766530000015337,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,1,18,43,21,486.4912445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.4334888000003,486.4912445,486.9456357000008,486.9456620000001,487.4449480000003,487.87099150000086,487.7291987000008,487.7292307000007,489.04704720000063,489.04704720000063,489.38046040000063,space,1,0.31622839999999997,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/leftstar.PNG,left,,,,,,,,,,,,,1,19,44,18,489.4317310000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.3815028000008,489.4317310000006,489.8954046000008,489.8954297,490.3950016000008,490.82985800000006,490.6795024000003,490.6795381000002,491.9969206000005,491.9969206000005,492.36370110000007,left,1,0.36105140000017855,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,1,20,45,3,492.4179264000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.36464950000027,492.4179264000004,492.87918230000014,492.87921070000084,493.37809600000037,493.78268540000045,493.6623939000001,493.66242050000074,494.9802180000006,494.9802180000006,495.46384820000003,left,1,0.4760448999995788,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
8,condition_2/leftstar.PNG,left,,,,,,,,,,,,,1,21,46,2,495.52117290000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.4649420000005,495.52117290000024,495.9787567000003,495.97878160000073,496.4785081,496.89067670000077,496.76237330000004,496.7624028,498.0806695000001,498.0806695000001,498.49740230000043,left,1,0.3990198999999848,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
9,condition_2/rightstar.PNG,right,,,,,,,,,,,,,1,22,47,7,498.5501180000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.4986579000006,498.5501180000001,499.01232360000085,499.01234920000024,499.5114792000004,499.92637640000066,499.7961324000007,499.7961623000001,501.1134068000001,501.1134068000001,501.44726940000055,right,1,0.31727690000025177,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,1,23,48,13,501.50354960000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.4483220000002,501.50354960000004,501.9621207,501.9621837000004,502.46166970000013,502.8708568000002,502.74635240000043,502.74638290000075,504.06374980000055,504.06374980000055,504.62979090000044,space,1,0.5497795999999653,None,,016,001,2023-11-12_14h59.09.711,untitled,2023.2.2,60.11230180228108,2023-11-12 14h59.23.437665 +0800,
