stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,image_7.stopped,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,image_5.stopped,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,10,10,4,284.4945937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.4400452,284.4945937,284.9541406999999,284.9541992999999,285.45332829999995,285.87351809999996,285.7378908999999,285.73792819999994,287.0555399,287.0555399,,287.4559892,space,1,0.39161969999997837,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/blank.PNG,space,,,,,,,,,,,,,0,11,11,10,287.5159966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.4576619999999,287.5159966,287.9707513999999,287.97077879999995,288.47004219999997,288.88951309999993,288.7549548999999,288.7549868,290.0711735,290.0711735,290.86960279999994,291.85503389999997,space,1,1.7740138000000343,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_2/blank.PNG,space,,,,,,,,,,,,,0,12,12,8,291.96004259999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.90804119999996,291.96004259999995,292.3712571,292.37128369999994,292.8701076,293.19270499999993,293.15418769999997,293.15421849999996,294.4713383999999,294.4713383999999,295.26991179999993,295.30588809999995,space,1,0.8326227000000017,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,13,13,7,295.35801129999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.3068999999999,295.35801129999993,295.820659,295.8206834,296.3199414999999,296.88735009999994,296.6054545999999,296.6055152,297.9218743,297.9218743,,298.35668309999994,right,1,0.433237800000029,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,14,14,23,298.4149149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.3577816999999,298.4149149,298.87056099999995,298.87061759999995,299.3698026999999,299.7782027999999,299.65431079999996,299.6543489999999,300.9718674999999,300.9718674999999,,301.43940269999996,right,1,0.46609109999997145,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,15,15,2,301.4962183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.44059689999995,301.4962183,301.9539929,301.95402,302.45313939999994,302.86781229999997,302.738025,302.7380568,304.0553596,304.0553596,,304.52296149999995,left,1,0.44995830000004844,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,16,16,18,304.61563479999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.5242222999999,304.61563479999995,305.0375045999999,305.0375386999999,305.53669489999993,305.9617574,305.8206063,305.8206332,307.13860639999996,307.13860639999996,,307.57370679999997,left,1,0.42810069999995903,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/blank.PNG,space,,,,,,,,,,,,,0,17,17,24,307.63842569999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.5747291,307.63842569999997,308.0874582,308.0874854,308.58648949999997,308.95986529999993,308.87114339999994,308.871174,310.18785519999994,310.18785519999994,310.98656559999995,311.9716476,space,1,1.7722193000000743,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,18,18,13,312.0281851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.97315549999996,312.0281851,312.4871931,312.4872541,312.9864626,313.52848059999997,313.270986,313.2710129999999,314.58857679999994,314.58857679999994,,314.97249969999996,space,1,0.3681457999999793,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,19,19,5,315.03794589999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.97387459999993,315.03794589999995,315.4873272,315.48738319999995,315.9865341,316.4088044,316.2707994,316.2708275,317.588749,317.588749,,317.95688169999994,space,1,0.36048060000007354,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,20,20,14,318.0137386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.9580494999999,318.0137386,318.47076859999993,318.4707939,318.9699289,319.37680479999995,319.25432879999994,319.25435749999997,320.5721675,320.5721675,,321.0054091999999,right,1,0.42100329999993846,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,0,21,21,6,321.0755554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0064302999999,321.0755554,321.52087789999996,321.5209064999999,322.0202422,322.4328243,322.3043349999999,322.3043642,323.6221006999999,323.6221006999999,,324.0886099999999,right,1,0.4514490000000251,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,0,22,22,22,324.1908429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0898030999999,324.1908429,324.6040125999999,324.6040455,325.1034496,325.5389098999999,325.38782819999994,325.3878813,326.7051682,326.7051682,,327.1225705999999,space,1,0.4010602000000745,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,0,23,23,20,327.2214464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.12421399999994,327.2214464,327.6373681,327.63739609999993,328.1365661,328.5419104,328.4214129999999,328.4214684,329.7388175,329.7388175,,330.1395946,left,1,0.394504999999981,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,0,24,24,21,330.1935621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.14060959999995,330.1935621,330.6542998,330.65434329999994,331.1530332,331.56610149999995,331.43790449999995,331.43794219999995,332.75556169999993,332.75556169999993,,333.2224855999999,space,1,0.4594640000000254,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_2/blank.PNG,space,,,,,,,,,,,,,1,0,25,9,333.28548379999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.2235900999999,333.28548379999995,333.7372608999999,333.7372869999999,334.2363378,334.6552931,334.5208864,334.52091699999994,335.83786369999996,335.83786369999996,336.6367968999999,336.9714037,space,1,1.1229035000000067,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,1,1,26,13,337.0353537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.9730096999999,337.0353537,337.48753509999995,337.4875618,337.98641499999997,338.49890689999995,338.2713157999999,338.27134849999993,339.5887835,339.5887835,,340.00541929999997,space,1,0.4111844999999903,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_2/leftstar.PNG,space,,,,,,,,,,,,,1,2,27,17,340.0677294999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0064362999999,340.0677294999999,340.5205639999999,340.52059269999995,341.0200047999999,341.4224104,341.30449309999995,341.3045188,342.6227199,342.6227199,,343.18866919999994,space,1,0.54863940000007,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,1,3,28,20,343.24320149999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.1895859,343.24320149999994,343.70412009999995,343.70414729999993,344.2036301999999,344.6123295,344.4880111,344.48805719999996,345.80539409999994,345.80539409999994,,346.17250079999997,left,1,0.35813949999999295,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,1,4,29,14,346.2373432999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.1736671,346.2373432999999,346.6878809,346.6879169,347.1865105999999,347.5912123999999,347.4709429999999,347.4709704999999,348.7885758,348.7885758,,349.2554235,right,1,0.45956150000006346,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,1,5,30,0,349.3692484999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.25646329999995,349.3692484999999,349.7705969,349.7706257,350.2701794999999,350.7039651,350.55434479999997,350.55437199999994,351.87233219999996,351.87233219999996,,352.32163249999996,space,1,0.43313499999999294,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/blank.PNG,space,,,,,,,,,,,,,1,6,31,24,352.3809569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.32266759999993,352.3809569,352.8376553999999,352.83768239999995,353.3363518,353.7313527,353.6221524,353.6222044,354.93764209999995,354.93764209999995,355.736501,357.3895629,space,1,2.4451603999999634,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_2/leftstar.PNG,space,,,,,,,,,,,,,1,7,32,1,357.45302189999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.39051799999993,357.45302189999995,357.90373969999996,357.9037856,358.40318289999993,358.9237508,358.6879101999999,358.68794259999993,360.0051376,360.0051376,,360.3719814,space,1,0.3511483000000908,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/leftstar.PNG,left,,,,,,,,,,,,,1,8,33,2,360.42740489999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.37322859999995,360.42740489999994,360.8876328,360.8876881,361.3863924,361.7947767999999,361.6709078,361.67095759999995,362.98862769999994,362.98862769999994,,363.45623679999994,left,1,0.4642039999999952,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_2/blank.PNG,space,,,,,,,,,,,,,1,9,34,11,363.53702899999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.45675099999994,363.53702899999996,363.9706306999999,363.97064809999995,364.4699896999999,364.8451738,364.754144,364.7541712,366.07083439999997,366.07083439999997,366.8696317,368.47056309999994,space,1,2.393854699999906,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,1,10,35,6,368.54362059999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.4712394999999,368.54362059999994,368.98731069999997,368.9873341,369.47020269999996,370.0694198,369.75383509999995,369.7538814999999,371.088838,371.088838,,371.50586109999995,right,1,0.4060752999999977,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_2/blank.PNG,space,,,,,,,,,,,,,1,11,36,8,371.5577217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.5070225999999,371.5577217,372.0204005999999,372.02042729999994,372.5196965,372.8853871,372.8036811999999,372.80369989999997,374.12106859999994,374.12106859999994,374.93636219999996,377.62206489999994,space,1,3.4938558000000057,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,1,12,37,5,377.6942702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.6237427,377.6942702,378.1379833,378.1380755,378.63635969999996,379.0838669,378.92071769999995,378.9207318,380.2388625,380.2388625,,380.92158599999993,space,1,0.6735188999999764,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,1,13,38,3,380.9798052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.9225882999999,380.9798052,381.4373069999999,381.43733729999997,381.93704649999995,382.33962109999993,382.2206264,382.22066899999993,383.5387844999999,383.5387844999999,,384.054491,left,1,0.5003398999999717,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,1,14,39,16,384.10510969999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0549718,384.10510969999996,384.5703274,384.5703562,385.06963469999994,385.47669759999997,385.3537938999999,385.35381169999994,386.67186159999994,386.67186159999994,,387.4383796999999,space,1,0.760113199999978,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_2/rightstar.PNG,space,,,,,,,,,,,,,1,15,40,12,387.49325579999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.4392532999999,387.49325579999993,387.95376969999995,387.9537911,388.45293849999996,388.86179689999994,388.7371859,388.737213,390.0551518,390.0551518,,390.6239668999999,space,1,0.5563584999999875,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/rightstar.PNG,right,,,,,,,,,,,,,1,16,41,23,390.6784619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.6244029999999,390.6784619,391.1370697,391.13708569999994,391.63645329999997,392.0711871,391.9207412999999,391.9207771,393.2382913,393.2382913,,393.6556006999999,right,1,0.40252410000005057,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_2/rightstar.PNG,space,,,,,,,,,,,,,1,17,42,4,393.7367342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.6567680999999,393.7367342,394.170441,394.1704664,394.6696726,395.0927369,394.9540814999999,394.95410989999993,396.27205189999995,396.27205189999995,,396.68820629999993,space,1,0.41313930000001164,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_2/rightstar.PNG,right,,,,,,,,,,,,,1,18,43,7,396.7522226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.6887704999999,396.7522226,397.20368129999997,397.2036979999999,397.70308149999994,398.11973639999997,397.9877305,397.98776669999995,399.3050919,399.3050919,,399.75466429999994,right,1,0.4410878999999568,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
1,condition_2/leftstar.PNG,space,,,,,,,,,,,,,1,19,44,22,399.81997939999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.75508919999993,399.81997939999997,400.2702084,400.2702598999999,400.76986279999994,401.1756730999999,401.0537226,401.0537448,402.3719226999999,402.3719226999999,,403.155176,space,1,0.7793381000000181,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
2,condition_2/rightstar.PNG,space,,,,,,,,,,,,,1,20,45,21,403.20405889999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.1557796999999,403.20405889999995,403.6703235,403.6703365999999,404.16974789999995,404.5849051,404.45372409999993,404.45374559999993,405.7721901,405.7721901,,406.27185499999996,space,1,0.49430019999999786,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_2/leftstar.PNG,left,,,,,,,,,,,,,1,21,46,19,406.3262146999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.27255059999993,406.3262146999999,406.78764649999994,406.7877042,407.2865049999999,407.6961812999999,407.5711384,407.5711566,408.88853529999994,408.88853529999994,,409.28860969999994,left,1,0.3897719000000279,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/blank.PNG,space,,,,,,,,,,,,,1,22,47,10,409.3487660999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.289633,409.3487660999999,409.8036132,409.8036284,410.3031056,410.72470969999995,410.5871472,410.5871697,411.9045835999999,411.9045835999999,412.70315919999996,414.08808939999994,space,1,2.177346400000033,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
8,condition_2/leftstar.PNG,left,,,,,,,,,,,,,1,23,48,18,414.14867979999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0892121999999,414.14867979999997,414.6039917999999,414.60403999999994,415.10299969999994,415.6625441,415.3875919999999,415.38760749999994,416.7063558,416.7063558,,417.0889509,left,1,0.37205280000000585,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
9,condition_2/rightstar.PNG,right,,,,,,,,,,,,,1,24,49,15,417.1484279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.09007529999997,417.1484279,417.60392089999993,417.6039485,418.1030902,418.52751709999995,418.38734049999994,418.38739499999997,419.7056174999999,419.7056174999999,,420.07146149999994,right,1,0.36226060000001326,None,001,001,2023-11-11_13h18.58.683,untitled,2023.2.2,59.93234836516178,2023-11-11 13h19.07.357391 +0800,
